parcel,network,principal_gradient_1,shared,shared_sem_subject,unique_e34_shared,unique_e34_shared_sem_subject,unique_av_shared,unique_av_shared_sem_subject,fine_grained_advantage,fine_grained_advantage_sem_subject,video,video_sem_subject,unique_e34_video,unique_e34_video_sem_subject,unique_av_video,unique_av_video_sem_subject
24,Vis,-0.0003517668724012591,0.05040944127436033,0.02866467224492942,0.01610756082127387,0.008988449045007438,0.008260140019088213,0.003476406710467893,0.007847420802185655,0.007207103920147886,0.07419722631731258,0.03935045213680763,0.0052261167663784965,0.006901682033393878,0.004727359487594662,0.0022528353502134636
25,Vis,0.001775475605833709,0.02342217309312853,0.009340419517671393,0.01405527756531999,0.006393243367199829,0.0061555283971373555,0.002188482268358596,0.007899749168182636,0.004881419188835825,0.026273815971322455,0.007922823790619414,0.004699438713840464,0.00420184609699844,0.003873403359278038,0.001170786551260343
26,Vis,0.005258032899666066,0.020255930079160177,0.01213809985315078,0.008021486899818252,0.007415465599811548,0.008262006869841198,0.003965940534970879,-0.00024051997002294545,0.003611511771668641,0.01014148055196793,0.010977191561466718,0.003462184135153068,0.007543901664421979,0.005309871869402483,0.0024568609615167156
27,Vis,0.005896451779281862,0.02511402063303623,0.008992827737598253,0.014005995056211074,0.0061757113402106595,0.010513243379355197,0.0032888109953298364,0.0034927516768558766,0.00338844024653047,0.015543877963618846,0.008117608817480693,0.008693826902602942,0.006094960312339278,0.006877025448324403,0.0022860074589266532
28,Vis,-0.002823299330136365,0.033624950308503584,0.009101667111726731,0.014179293583588225,0.007644613290935809,0.010806691670660595,0.006548518508407769,0.003372601912927631,0.0025473960101205333,0.029822546035908948,0.011132110633874308,0.009144493075745075,0.006262452719024104,0.006848197380485921,0.004274400181640205
29,Vis,0.006016578567281696,0.025598332976496763,0.0081525779244606,0.014593504877203923,0.00762489635366571,0.011559269002394701,0.00469143401429407,0.0030342358748092213,0.0035450055845830477,0.01568424207982073,0.010008225035454522,0.008363663080615358,0.006616959753364072,0.006850538611863355,0.002326341123801984
30,Vis,0.004629741490719475,0.02277479659600288,0.007134071806676478,0.015389213654759181,0.00716736413548238,0.011141594805900578,0.004039701843988962,0.004247618848858603,0.003536257261514347,0.020148349646124976,0.0061926616032076534,0.006922174221493593,0.005670725406763407,0.006746648798279531,0.0025278721987852595
31,Vis,0.005967502704608958,0.018727443350830385,0.006212066053954393,0.030018434971328212,0.00609169851440519,0.022970287185498227,0.0018180690058636198,0.007048147785829984,0.005172962119286874,0.018172453281872246,0.0058240496003768285,0.017566184512694604,0.004918936357469102,0.013062671759521605,0.00041599813805223923
32,SomMot,0.004372401356973913,0.008376497310043595,0.002468220371602667,0.015692607738746034,0.005962593613572604,0.010752007772734617,0.003744583783820961,0.004940599966011416,0.0038679592005871626,0.006344787147491715,0.003613810219219747,0.005467403906940315,0.00460514518686127,0.006440815236111952,0.0025871034200297557
33,SomMot,0.0058465175902485626,0.02944614561900265,0.011946389268775049,0.020283915238352046,0.009323091064722048,0.016445455830461086,0.00574220745853467,0.0038384594078909595,0.0037287948912221413,0.018723052345046433,0.01046110691345197,0.014515573452609254,0.00837700147093135,0.010659440581506096,0.0032179321203395553
34,SomMot,0.006280169843544676,0.04555366237884033,0.012920295235618521,0.015440186756989615,0.007322671800511408,0.011081150561791464,0.005450725487797702,0.004359036195198151,0.0038503414213662893,0.037710237450869454,0.013329585811530733,0.0109622118158329,0.007687563236214994,0.006387443222681988,0.0029829513200961074
35,SomMot,-0.0077117727602253,0.03357908564816399,0.022566224767072592,0.016466862274456883,0.0060590934901250965,0.01107451854084165,0.005107703642231154,0.0053923437336152345,0.0020757581004478545,0.04475667322953023,0.028281995331008745,0.005821777936129324,0.0053893528230750855,0.0063983284606125455,0.003090262889589811
36,SomMot,-0.0097495520034319,0.04126238596058311,0.01835072322426653,0.019658486991635506,0.007260442641250467,0.005286204883411316,0.0020811038460637078,0.014372282108224188,0.005314800995457479,0.06476812781473104,0.025176089584740362,0.007013307148479542,0.00486906324406884,0.0032323528626128084,0.0011602934742351008
37,SomMot,0.006096031406437851,0.04087657033791481,0.01261887302478142,0.021141419933868665,0.008661716481270182,0.01979410498333629,0.0062661178827489936,0.0013473149505323744,0.003061715334221097,0.033685120833885064,0.00978864122960843,0.01608790639045803,0.008018695984242362,0.012572717951346757,0.004027400456606558
38,SomMot,0.005363115627002212,0.018469538049784972,0.007053901625422059,0.018363471968072198,0.007011593309572362,0.015823664635607314,0.005200041306091329,0.0025398073324648827,0.002222396056184972,0.016318653743284096,0.005913487649300626,0.009558495086227881,0.0056848068404087276,0.008994219859625386,0.0027958825880352715
39,SomMot,0.005972779524181108,0.02142535050464176,0.0028639852300528425,0.03128624484114939,0.008922316926088268,0.02357082194108142,0.004447118637478648,0.007715422900067969,0.005988897177640919,0.019932196505984344,0.004846454312532885,0.019629623774742845,0.0073618319277922555,0.013699323833171361,0.0030544992001132172
40,SomMot,-0.005298152133581005,0.01923065346513091,0.00425211291397081,0.024451652758293883,0.006885316495141485,0.007930406374194798,0.0035084265144858786,0.016521246384099086,0.003633236120113667,0.03489293932792168,0.0040426099175917395,0.010924111630851807,0.00501020085499682,0.004164369003363588,0.0014831021573088173
